Model,Speech speed (%),Input Text,Edge-tts speaker,Transpose,Pitch extraction method,Index rate,Protect,output 0,output 1,output 2,flag,username,timestamp
model1,0,Привет,ru-RU-DmitryNeural-Male,0,rmvpe,1,0.33,,,,,,2024-06-04 12:54:23.957097
